SRC,DST,DST_C,Class_major,class
19099,19127,0.000,0.333,0
19099,19157,0.000,0.333,0
19099,19169,1.000,0.333,0
19101,19177,0.000,0.000,0
19101,19179,0.000,0.000,0
19103,19103,1.000,0.500,0
19103,19113,0.000,0.500,0
19105,19113,0.000,0.000,0
19107,19157,0.000,0.000,0
19107,19179,0.000,0.000,0
19109,19109,0.000,0.000,0
19109,19147,0.000,0.000,0
19109,19189,0.000,0.000,0
19109,27091,0.000,0.000,0
19111,19177,0.000,0.000,0
19111,29045,0.000,0.000,0
19113,19113,0.000,0.000,0
19117,19181,0.000,0.000,0
19119,19119,0.000,0.125,0
19119,19141,0.000,0.125,0
19119,19143,0.000,0.125,0
19119,19167,0.000,0.125,0
19119,46083,1.000,0.125,0
19121,19181,0.000,0.000,0
19123,19157,0.000,0.000,0
19123,19179,0.000,0.000,0
19125,19181,0.000,0.000,0
19127,19127,0.000,0.250,0
19127,19157,0.000,0.250,0
19127,19169,1.000,0.250,0
19129,19145,0.000,0.000,0
19129,19155,0.000,0.000,0
19131,19195,0.000,0.000,0
19133,19133,0.000,0.000,0
19133,19193,0.000,0.000,0
19133,31173,0.000,0.000,0
19135,19179,0.000,0.000,0
19137,19145,0.000,0.000,0
19137,19155,0.000,0.000,0
19141,19141,0.000,0.000,0
19141,19143,0.000,0.000,0
19141,19149,0.000,0.000,0
19141,19167,0.000,0.000,0
19143,19143,0.000,0.000,0
19143,19167,0.000,0.000,0
19143,27063,0.000,0.000,0
19145,19145,0.000,0.000,0
19147,19147,0.000,0.000,0
19149,19149,0.000,0.000,0
19149,19167,0.000,0.000,0
19149,19193,0.000,0.000,0
19151,19187,0.000,0.000,0
19153,19169,1.000,0.500,0
19153,19181,0.000,0.500,0
19155,19155,0.000,0.250,0
19155,19165,0.000,0.250,0
19155,31055,1.000,0.250,0
19157,19157,0.000,0.000,0
19159,29081,0.000,0.000,0
19159,29227,0.000,0.000,0
19165,19165,0.000,0.000,0
19167,19167,0.000,0.500,0
19167,46083,1.000,0.500,0
19169,19169,1.000,1.000,1
19173,29227,0.000,0.000,0
19177,19177,0.000,0.000,0
19177,19179,0.000,0.000,0
19177,29045,0.000,0.000,0
19179,19179,0.000,0.000,0
19181,19181,0.000,0.000,0
19185,29129,0.000,0.000,0
19185,29171,0.000,0.000,0
19187,19187,0.000,0.000,0
19189,19189,0.000,0.000,0
19189,19195,0.000,0.000,0
19191,27045,0.000,0.000,0
19193,19193,0.000,0.000,0
19193,31043,0.000,0.000,0
19193,31173,0.000,0.000,0
19195,19195,0.000,0.000,0
20001,20001,0.000,0.000,0
20001,20003,0.000,0.000,0
20001,20011,0.000,0.000,0
20001,20031,0.000,0.000,0
20001,20205,0.000,0.000,0
20001,20207,0.000,0.000,0
20003,20003,0.000,0.000,0
20003,20011,0.000,0.000,0
20003,20031,0.000,0.000,0
20003,20059,0.000,0.000,0
20003,20207,0.000,0.000,0
20005,20005,0.000,0.000,0
20005,20013,0.000,0.000,0
20005,29021,0.000,0.000,0
20007,20151,0.000,0.000,0
20007,40003,0.000,0.000,0
20009,20167,0.000,0.000,0
20011,20011,0.000,0.000,0
20011,20037,0.000,0.000,0
20013,20013,0.000,0.000,0
20013,20131,0.000,0.000,0
20015,20015,0.000,0.000,0
20015,20017,0.000,0.000,0
20015,20073,0.000,0.000,0
20017,20017,0.000,0.000,0
20017,20073,0.000,0.000,0
20019,40113,0.000,0.000,0
20021,20021,0.000,0.000,0
20021,20037,0.000,0.000,0
20021,20099,0.000,0.000,0
20021,29097,0.000,0.000,0
20021,29145,0.000,0.000,0
20021,40035,0.000,0.000,0
20021,40115,0.000,0.000,0
20023,20023,0.000,0.000,0
20023,20153,0.000,0.000,0
20023,31057,0.000,0.000,0
20025,40059,0.000,0.000,0
20027,20027,0.000,0.250,0
20027,20143,0.000,0.250,0
20027,20161,1.000,0.250,0
20029,20089,0.000,0.000,0
20029,20123,0.000,0.000,0
20029,20143,0.000,0.000,0
20029,20157,0.000,0.000,0
20031,20031,0.000,0.000,0
20031,20059,0.000,0.000,0
20031,20073,0.000,0.000,0
20031,20139,0.000,0.000,0
20031,20207,0.000,0.000,0
20033,40059,0.000,0.000,0
20035,40113,0.000,0.000,0
20037,20037,0.000,0.000,0
20037,20099,0.000,0.000,0
20037,29011,0.000,0.000,0
20037,29097,0.000,0.000,0
20039,20137,0.000,0.000,0
20039,20153,0.000,0.000,0
20039,31145,0.000,0.000,0
20041,20143,0.000,0.000,0
20041,20169,0.000,0.000,0
20043,29021,0.000,0.000,0
20043,29087,0.000,0.000,0
20045,20059,0.000,0.000,0
20045,20139,0.000,0.000,0
20047,20047,0.000,0.000,0
20047,20151,0.000,0.000,0
20049,20073,0.000,0.000,0
20049,20205,0.000,0.000,0
20051,20135,0.000,0.000,0
20051,20167,0.000,0.000,0
20051,20195,0.000,0.000,0
20053,20167,0.000,0.000,0
20053,20169,0.000,0.000,0
20055,20055,0.000,0.000,0
20055,20069,0.000,0.000,0
20055,20101,0.000,0.000,0
20055,20135,0.000,0.000,0
20055,20171,0.000,0.000,0
20057,20069,0.000,0.000,0
20059,20059,0.000,0.000,0
20059,20139,0.000,0.000,0
20061,20161,1.000,1.000,1
20063,20063,0.000,0.000,0
20063,20065,0.000,0.000,0
20063,20101,0.000,0.000,0
20063,20135,0.000,0.000,0
20063,20171,0.000,0.000,0
20063,20195,0.000,0.000,0
20065,20065,0.000,0.000,0
20065,20137,0.000,0.000,0
20065,20195,0.000,0.000,0
20067,20075,0.000,0.000,0
20069,20069,0.000,0.000,0
20071,20075,0.000,0.000,0
20071,20203,0.000,0.000,0
20073,20073,0.000,0.000,0
20073,20205,0.000,0.000,0
20073,20207,0.000,0.000,0
20075,20075,0.000,0.000,0
20075,20203,0.000,0.000,0
20077,40003,0.000,0.000,0
20077,40053,0.000,0.000,0
20081,20175,0.000,0.000,0
20083,20135,0.000,0.000,0
20085,20131,0.000,0.000,0
20089,20089,0.000,0.000,0
20089,20123,0.000,0.000,0
20089,20157,0.000,0.000,0
20091,20209,0.000,0.333,0
20091,29037,0.000,0.333,0
20091,29095,1.000,0.333,0
20093,20171,0.000,0.000,0
20093,20203,0.000,0.000,0
20095,20151,0.000,0.000,0
20097,20151,0.000,0.000,0
20099,20099,0.000,0.000,0
20099,40035,0.000,0.000,0
20099,40105,0.000,0.000,0
20101,20101,0.000,0.000,0
20101,20135,0.000,0.000,0
20101,20171,0.000,0.000,0
20103,20209,0.000,0.000,0
20105,20123,0.000,0.000,0
20105,20143,0.000,0.000,0
20105,20167,0.000,0.000,0
20105,20169,0.000,0.000,0
20107,29013,0.000,0.000,0
20109,20171,0.000,0.000,0
20109,20203,0.000,0.000,0
20111,20139,0.000,0.000,0
20113,20169,0.000,0.000,0
20115,20169,0.000,0.000,0
20117,20117,0.000,0.250,0
20117,20131,0.000,0.250,0
20117,20161,1.000,0.250,0
20119,20175,0.000,0.000,0
20121,29013,0.000,0.000,0
20121,29037,0.000,0.000,0
20123,20123,0.000,0.000,0
20123,20143,0.000,0.000,0
20125,20205,0.000,0.000,0
20125,40105,0.000,0.000,0
20129,20129,0.000,0.000,0
20129,40025,0.000,0.000,0
20129,40139,0.000,0.000,0
20131,20131,0.000,0.000,0
20133,20205,0.000,0.000,0
20133,20207,0.000,0.000,0
20135,20135,0.000,0.000,0
20135,20195,0.000,0.000,0
20137,20137,0.000,0.000,0
20137,31083,0.000,0.000,0
20139,20139,0.000,0.000,0
20141,20167,0.000,0.000,0
20143,20143,0.000,0.000,0
20143,20169,0.000,0.000,0
20147,31083,0.000,0.000,0
20149,20161,1.000,1.000,1
20151,20151,0.000,0.000,0
20153,20153,0.000,0.000,0
20153,31057,0.000,0.000,0
20153,31087,0.000,0.000,0
20153,31145,0.000,0.000,0
20157,20157,0.000,0.000,0
20157,31169,0.000,0.000,0
20161,20161,1.000,1.000,1
20163,20195,0.000,0.000,0
20165,20167,0.000,0.000,0
20167,20167,0.000,0.000,0
20169,20169,0.000,0.000,0
20171,20171,0.000,0.000,0
20171,20203,0.000,0.000,0
20175,20175,0.000,0.000,0
20175,40139,0.000,0.000,0
20189,40139,0.000,0.000,0
20191,40053,0.000,0.000,0
20195,20195,0.000,0.000,0
20199,20203,0.000,0.000,0
20201,31169,0.000,0.000,0
20203,20203,0.000,0.000,0
20205,20205,0.000,0.000,0
20205,20207,0.000,0.000,0
20207,20207,0.000,0.000,0
20209,20209,0.000,0.500,0
20209,29047,1.000,0.500,0
20209,29095,1.000,0.500,0
21001,21001,1.000,0.500,0
21001,21057,0.000,0.500,0
21001,21207,0.000,0.500,0
21003,21003,0.000,0.000,0
21003,21171,0.000,0.000,0
21003,21213,0.000,0.000,0
21003,21227,0.000,0.000,0
21003,47111,0.000,0.000,0
21003,47165,0.000,0.000,0
21005,21167,0.000,0.000,0
21005,21211,0.000,0.000,0
21005,21229,0.000,0.000,0
21007,21039,0.000,0.500,0
21007,29133,1.000,0.500,0
21009,21061,0.000,0.000,0
21009,21099,0.000,0.000,0
21009,21171,0.000,0.000,0
21009,21227,0.000,0.000,0
21011,21165,0.000,0.333,0
21011,21173,0.000,0.333,0
21011,21205,1.000,0.333,0
21013,21013,0.000,0.250,0
21013,21051,0.000,0.250,0
21013,21095,1.000,0.250,0
21013,21121,0.000,0.250,0
21013,21131,1.000,0.250,0
21013,21235,1.000,0.250,0
21013,47025,0.000,0.250,0
21015,21077,0.000,0.250,0
21015,21081,0.000,0.250,0
21015,21117,0.000,0.250,0
21015,39061,1.000,0.250,0
21017,21049,0.000,0.250,0
21017,21067,1.000,0.250,0
21017,21097,0.000,0.250,0
21017,21173,0.000,0.250,0
21019,21043,1.000,0.250,0
21019,21089,0.000,0.250,0
21019,21127,0.000,0.250,0
21019,54099,0.000,0.250,0
21021,21021,0.000,0.000,0
21021,21137,0.000,0.000,0
21021,21167,0.000,0.000,0
21021,21229,0.000,0.000,0
21023,21097,0.000,0.333,0
21023,21191,0.000,0.333,0
21023,39025,1.000,0.333,0
21025,21025,1.000,0.750,1
21025,21153,1.000,0.750,1
21025,21189,0.000,0.750,1
21027,21027,0.000,0.000,0
21027,21085,0.000,0.000,0
21027,21093,0.000,0.000,0
21027,21183,0.000,0.000,0
21029,21093,0.000,0.500,0
21029,21111,1.000,0.500,0
21031,21031,0.000,0.000,0
21031,21061,0.000,0.000,0
21031,21085,0.000,0.000,0
21031,21141,0.000,0.000,0
21031,21177,0.000,0.000,0
21031,21183,0.000,0.000,0
21031,21227,0.000,0.000,0
21033,21047,1.000,0.333,0
21033,21107,0.000,0.333,0
21033,21221,0.000,0.333,0
21035,21035,0.000,0.000,0
21035,21221,0.000,0.000,0
21035,47161,0.000,0.000,0
21037,21037,1.000,0.750,1
21037,21117,0.000,0.750,1
21037,21191,0.000,0.750,1
21037,39025,1.000,0.750,1
21037,39061,1.000,0.750,1
21039,21039,0.000,0.250,0
21039,21105,0.000,0.250,0
21039,29133,1.000,0.250,0
21041,21041,0.000,0.000,0
21041,21077,0.000,0.000,0
21041,21223,0.000,0.000,0
21043,21043,1.000,0.700,1
21043,21063,1.000,0.700,1
21043,21089,0.000,0.700,1
21043,21127,0.000,0.700,1
21043,21135,0.000,0.700,1
21043,21205,1.000,0.700,1
21045,21137,0.000,0.000,0
21045,21199,0.000,0.000,0
21045,21207,0.000,0.000,0
21047,21047,1.000,0.583,1
21047,21107,0.000,0.583,1
21047,21177,0.000,0.583,1
21047,21219,0.000,0.583,1
21047,21221,0.000,0.583,1
21047,47125,1.000,0.583,1
21047,47161,0.000,0.583,1
21049,21049,0.000,0.125,0
21049,21065,0.000,0.125,0
21049,21067,1.000,0.125,0
21049,21173,0.000,0.125,0
21049,21197,0.000,0.125,0
21051,21051,0.000,0.125,0
21051,21109,0.000,0.125,0
21051,21121,0.000,0.125,0
21051,21131,1.000,0.125,0
21051,21189,0.000,0.125,0
21053,21057,0.000,0.000,0
21053,21207,0.000,0.000,0
21055,21225,0.000,0.000,0
21057,21057,0.000,0.000,0
21057,21171,0.000,0.000,0
21057,21207,0.000,0.000,0
21059,21183,0.000,0.000,0
21061,21061,0.000,0.000,0
21061,21085,0.000,0.000,0
21061,21099,0.000,0.000,0
21061,21227,0.000,0.000,0
21063,21063,1.000,0.667,1
21063,21127,0.000,0.667,1
21063,21175,0.000,0.667,1
21063,21205,1.000,0.667,1
21065,21065,0.000,0.000,0
21065,21109,0.000,0.000,0
21065,21197,0.000,0.000,0
21067,21067,1.000,1.000,1
21069,21135,0.000,0.500,0
21069,21205,1.000,0.500,0
21071,21071,0.000,0.250,0
21071,21153,1.000,0.250,0
21071,21159,0.000,0.250,0
21073,21211,0.000,0.000,0
21075,21075,1.000,0.625,1
21075,21105,0.000,0.625,1
21075,29133,1.000,0.625,1
21075,47095,0.000,0.625,1
21075,47131,0.000,0.625,1
21077,21077,0.000,0.000,0
21077,21081,0.000,0.000,0
21079,21137,0.000,0.000,0
21079,21167,0.000,0.000,0
21079,21203,0.000,0.000,0
21081,21081,0.000,0.000,0
21081,21097,0.000,0.000,0
21081,21117,0.000,0.000,0
21081,21191,0.000,0.000,0
21083,21105,0.000,0.000,0
21085,21085,0.000,0.000,0
21085,21093,0.000,0.000,0
21085,21099,0.000,0.000,0
21085,21183,0.000,0.000,0
21087,21099,0.000,0.000,0
21087,21123,0.000,0.000,0
21089,21089,0.000,0.000,0
21089,21135,0.000,0.000,0
21091,21183,0.000,0.000,0
21093,21093,0.000,0.167,0
21093,21099,0.000,0.167,0
21093,21111,1.000,0.167,0
21093,21123,0.000,0.167,0
21095,21095,1.000,1.000,1
21095,21131,1.000,1.000,1
21097,21097,0.000,0.000,0
21097,21191,0.000,0.000,0
21099,21099,0.000,0.000,0
21099,21123,0.000,0.000,0
21101,21225,0.000,0.000,0
21103,21211,0.000,0.000,0
21103,21223,0.000,0.000,0
21105,21105,0.000,0.250,0
21105,29133,1.000,0.250,0
21105,47131,0.000,0.250,0
21107,21107,0.000,0.000,0
21107,21177,0.000,0.000,0
21109,21109,0.000,0.000,0
21109,21189,0.000,0.000,0
21109,21203,0.000,0.000,0
21111,21111,1.000,0.500,0
21111,21211,0.000,0.500,0
21113,21167,0.000,0.000,0
21115,21127,0.000,0.250,0
21115,21153,1.000,0.250,0
21115,21159,0.000,0.250,0
21115,21175,0.000,0.250,0
21117,21117,0.000,0.250,0
21117,21191,0.000,0.250,0
21117,39061,1.000,0.250,0
21119,21153,1.000,1.000,1
21121,21121,0.000,0.500,0
21121,21235,1.000,0.500,0
21123,21123,0.000,0.000,0
21125,21199,0.000,0.333,0
21125,21203,0.000,0.333,0
21125,21235,1.000,0.333,0
21127,21127,0.000,0.000,0
21127,21159,0.000,0.000,0
21127,21175,0.000,0.000,0
21127,54099,0.000,0.000,0
21129,21189,0.000,0.000,0
21129,21197,0.000,0.000,0
21131,21131,1.000,1.000,1
21135,21135,0.000,0.250,0
21135,21205,1.000,0.250,0
21135,39001,0.000,0.250,0
21137,21137,0.000,0.000,0
21137,21199,0.000,0.000,0
21137,21203,0.000,0.000,0
21141,21141,0.000,0.000,0
21141,21177,0.000,0.000,0
21141,21213,0.000,0.000,0
21141,21219,0.000,0.000,0
21141,21227,0.000,0.000,0
21141,47147,0.000,0.000,0
21143,21221,0.000,0.000,0
21147,21199,0.000,0.500,0
21147,21235,1.000,0.500,0
21149,21177,0.000,0.000,0
21149,21183,0.000,0.000,0
21151,21203,0.000,0.000,0
21153,21153,1.000,0.500,0
21153,21175,0.000,0.500,0
21155,21229,0.000,0.000,0
21157,21221,0.000,0.000,0
21159,21159,0.000,0.000,0
21159,54059,0.000,0.000,0
21159,54099,0.000,0.000,0
21161,39001,0.000,0.000,0
21165,21165,0.000,0.125,0
21165,21173,0.000,0.125,0
21165,21175,0.000,0.125,0
21165,21197,0.000,0.125,0
21165,21205,1.000,0.125,0
21167,21167,0.000,0.000,0
21167,21229,0.000,0.000,0
21169,21171,0.000,0.000,0
21171,21171,0.000,0.000,0
21171,47111,0.000,0.000,0
21173,21173,0.000,0.000,0
21173,21197,0.000,0.000,0
21175,21175,0.000,0.500,0
21175,21205,1.000,0.500,0
21177,21177,0.000,0.000,0
21177,21183,0.000,0.000,0
21177,21219,0.000,0.000,0
21179,21229,0.000,0.000,0
21183,21183,0.000,0.000,0
21185,21211,0.000,0.000,0
21185,21223,0.000,0.000,0
21189,21189,0.000,0.000,0
21191,21191,0.000,0.500,0
21191,39025,1.000,0.500,0
21195,51051,0.000,0.000,0
21195,54059,0.000,0.000,0
21197,21197,0.000,0.000,0
21199,21199,0.000,0.000,0
21199,21203,0.000,0.000,0
21199,21207,0.000,0.000,0
21203,21203,0.000,0.000,0
21205,21205,1.000,1.000,1
21207,21207,0.000,0.000,0
21211,21211,0.000,0.000,0
21213,21213,0.000,0.000,0
21213,21227,0.000,0.000,0
21213,47147,0.000,0.000,0
21213,47165,0.000,0.000,0
21219,21219,0.000,0.250,0
21219,47125,1.000,0.250,0
21219,47147,0.000,0.250,0
21221,21221,0.000,0.000,0
21221,47161,0.000,0.000,0
21223,21223,0.000,0.000,0
21225,21225,0.000,0.000,0
21227,21227,0.000,0.000,0
21229,21229,0.000,0.000,0
21235,21235,1.000,0.500,0
21235,47025,0.000,0.500,0
22001,22001,0.000,0.500,0
22001,22055,1.000,0.500,0
22001,22097,1.000,0.500,0
22003,22079,0.000,0.000,0
22005,22005,0.000,0.000,0
22005,22007,0.000,0.000,0
22005,22047,0.000,0.000,0
22005,22063,0.000,0.000,0
22005,22093,0.000,0.000,0
22007,22007,0.000,0.200,0
22007,22045,1.000,0.200,0
22007,22047,0.000,0.200,0
22007,22057,0.000,0.200,0
22007,22093,0.000,0.200,0
22007,22101,1.000,0.200,0
22009,22025,0.000,0.250,0
22009,22059,0.000,0.250,0
22009,22079,0.000,0.250,0
22009,22097,1.000,0.250,0
22013,22013,0.000,0.167,0
22013,22015,0.000,0.167,0
22013,22027,0.000,0.167,0
22013,22119,1.000,0.167,0
22015,22015,0.000,0.500,0
22015,22017,1.000,0.500,0
22015,22119,1.000,0.500,0
22017,22017,1.000,0.500,0
22017,48067,0.000,0.500,0
22017,48203,0.000,0.500,0
22019,22023,0.000,0.000,0
22019,48361,0.000,0.000,0
22021,22025,0.000,0.000,0
22021,22059,0.000,0.000,0
22023,22023,0.000,0.250,0
22023,48245,1.000,0.250,0
22023,48361,0.000,0.250,0
22025,22025,0.000,0.000,0
22025,22059,0.000,0.000,0
22027,22027,0.000,0.500,0
22027,22119,1.000,0.500,0
22029,28001,0.000,0.000,0
22031,22085,0.000,0.000,0
22031,48419,0.000,0.000,0
22033,22037,0.000,0.000,0
22033,22047,0.000,0.000,0
22033,22063,0.000,0.000,0
22033,22091,0.000,0.000,0
22033,22121,0.000,0.000,0
22035,22035,1.000,1.000,1
22035,22065,1.000,1.000,1
22035,28149,1.000,1.000,1
22037,22037,0.000,0.000,0
22037,22091,0.000,0.000,0
22037,22121,0.000,0.000,0
22037,28005,0.000,0.000,0
22039,22079,0.000,0.500,0
22039,22097,1.000,0.500,0
22041,22065,1.000,1.000,1
22043,22043,0.000,0.000,0
22043,22059,0.000,0.000,0
22043,22079,0.000,0.000,0
22045,22045,1.000,0.833,1
22045,22047,0.000,0.833,1
22045,22055,1.000,0.833,1
22045,22101,1.000,0.833,1
22047,22047,0.000,0.000,0
22047,22121,0.000,0.000,0
22051,22057,0.000,0.500,0
22051,22071,1.000,0.500,0
22051,22075,0.000,0.500,0
22051,22103,1.000,0.500,0
22055,22055,1.000,1.000,1
22055,22097,1.000,1.000,1
22057,22057,0.000,0.000,0
22057,22093,0.000,0.000,0
22059,22059,0.000,0.000,0
22059,22079,0.000,0.000,0
22063,22063,0.000,0.000,0
22063,22091,0.000,0.000,0
22065,22065,1.000,1.000,1
22065,28149,1.000,1.000,1
22067,22067,1.000,1.000,1
22069,22079,0.000,0.000,0
22069,22085,0.000,0.000,0
22071,22071,1.000,0.750,1
22071,22075,0.000,0.750,1
22071,22103,1.000,0.750,1
22075,22075,0.000,0.000,0
22077,22097,1.000,0.500,0
22077,22121,0.000,0.500,0
22079,22079,0.000,0.000,0
22085,22085,0.000,0.000,0
22085,48403,0.000,0.000,0
22085,48419,0.000,0.000,0
22087,22103,1.000,0.500,0
22087,28047,0.000,0.500,0
22091,22091,0.000,0.000,0
22091,28005,0.000,0.000,0
22093,22093,0.000,0.000,0
22097,22097,1.000,1.000,1
22099,22101,1.000,1.000,1
22101,22101,1.000,1.000,1
22103,22103,1.000,1.000,1
22105,28005,0.000,0.500,0
22105,28113,1.000,0.500,0
22107,28001,0.000,0.667,1
22107,28021,1.000,0.667,1
22107,28149,1.000,0.667,1
22117,28091,0.000,0.500,0
22117,28113,1.000,0.500,0
22119,22119,1.000,1.000,1
22121,22121,0.000,0.000,0
23001,23001,0.000,0.000,0
23001,23007,0.000,0.000,0
23001,23011,0.000,0.000,0
23001,23017,0.000,0.000,0
23003,23003,0.000,0.000,0
23005,23017,0.000,0.500,0
23005,23031,1.000,0.500,0
23007,23007,0.000,0.000,0
23007,23011,0.000,0.000,0
23007,23017,0.000,0.000,0
23009,23009,1.000,1.000,1
23009,23013,1.000,1.000,1
23011,23011,0.000,0.500,0
23011,23015,1.000,0.500,0
23013,23013,1.000,1.000,1
23013,23015,1.000,1.000,1
23015,23015,1.000,1.000,1
23017,23017,0.000,0.250,0
23017,23031,1.000,0.250,0
23017,33007,0.000,0.250,0
23031,23031,1.000,1.000,1
23031,33015,1.000,1.000,1
24001,24001,0.000,0.000,0
24001,24043,0.000,0.000,0
24001,42057,0.000,0.000,0
24001,42111,0.000,0.000,0
24001,54027,0.000,0.000,0
24001,54057,0.000,0.000,0
24003,24009,0.000,0.333,0
24003,24035,0.000,0.333,0
24003,24041,1.000,0.333,0
24005,42133,0.000,0.000,0
24009,24009,0.000,0.500,0
24009,24041,1.000,0.500,0
24011,24035,0.000,0.500,0
24011,24041,1.000,0.500,0
24013,42133,0.000,0.000,0
24015,24015,0.000,0.000,0
24015,42071,0.000,0.000,0
24017,51059,1.000,0.667,1
24017,51153,0.000,0.667,1
24017,51179,1.000,0.667,1
24019,24039,0.000,0.667,1
24019,24041,1.000,0.667,1
24019,24045,1.000,0.667,1
24021,24031,1.000,0.500,0
24021,24043,0.000,0.500,0
24023,42051,0.000,0.000,0
24023,42111,0.000,0.000,0
24023,54023,0.000,0.000,0
24023,54057,0.000,0.000,0
24025,42071,0.000,0.000,0
24025,42133,0.000,0.000,0
24027,24031,1.000,1.000,1
24029,24035,0.000,0.000,0
24031,24031,1.000,1.000,1
24031,51059,1.000,1.000,1
24033,51059,1.000,1.000,1
24035,24035,0.000,0.500,0
24035,24041,1.000,0.500,0
24037,24039,0.000,0.000,0
24037,51133,0.000,0.000,0
24039,24039,0.000,0.250,0
24039,24045,1.000,0.250,0
24039,24047,1.000,0.250,0
24039,51001,0.000,0.250,0
24039,51133,0.000,0.250,0
24041,24041,1.000,1.000,1
24043,24043,0.000,0.000,0
24043,42057,0.000,0.000,0
24043,54003,0.000,0.000,0
24043,54037,0.000,0.000,0
24045,24045,1.000,1.000,1
24045,24047,1.000,1.000,1
24047,24047,1.000,0.500,0
24047,51001,0.000,0.500,0
25001,25001,1.000,1.000,1
25001,25005,1.000,1.000,1
25001,25007,1.000,1.000,1
25003,25003,1.000,0.875,1
25003,25013,1.000,0.875,1
25003,25015,1.000,0.875,1
25003,36021,0.000,0.875,1
25003,36027,1.000,0.875,1
25005,25005,1.000,1.000,1
25005,25007,1.000,1.000,1
25005,25021,1.000,1.000,1
25005,44001,1.000,1.000,1
25005,44005,1.000,1.000,1
25007,25007,1.000,1.000,1
25009,25009,1.000,1.000,1
25009,25017,1.000,1.000,1
25009,33015,1.000,1.000,1
25011,25015,1.000,1.000,1
25011,25027,1.000,1.000,1
25011,50025,1.000,1.000,1
25013,25013,1.000,1.000,1
25013,25015,1.000,1.000,1
25013,25027,1.000,1.000,1
25015,25015,1.000,1.000,1
25015,25027,1.000,1.000,1
25017,25017,1.000,1.000,1
25017,25021,1.000,1.000,1
25017,25027,1.000,1.000,1
25021,25021,1.000,1.000,1
25021,25027,1.000,1.000,1
25027,25027,1.000,1.000,1
26001,26129,0.000,0.000,0
26001,26135,0.000,0.000,0
26005,26081,1.000,0.250,0
26005,26159,0.000,0.250,0
26005,55059,0.000,0.250,0
26005,55101,0.000,0.250,0
26007,26135,0.000,0.000,0
26009,26009,0.000,0.500,0
26009,26089,1.000,0.500,0
26011,26051,0.000,0.000,0
26011,26063,0.000,0.000,0
26011,26129,0.000,0.000,0
26013,26061,1.000,0.500,0
26013,26071,0.000,0.500,0
26015,26025,0.000,0.333,0
26015,26045,0.000,0.333,0
26015,26081,1.000,0.333,0
26017,26051,0.000,0.000,0
26017,26063,0.000,0.000,0
26017,26145,0.000,0.000,0
26017,26157,0.000,0.000,0
26019,26089,1.000,1.000,1
26021,26159,0.000,0.000,0
26023,26025,0.000,0.000,0
26023,26059,0.000,0.000,0
26025,26025,0.000,0.000,0
26025,26045,0.000,0.000,0
26025,26059,0.000,0.000,0
26027,26159,0.000,0.000,0
26029,26089,1.000,1.000,1
26035,26051,0.000,0.000,0
26035,26073,0.000,0.000,0
26035,26107,0.000,0.000,0
26035,26113,0.000,0.000,0
26037,26037,0.000,0.125,0
26037,26045,0.000,0.125,0
26037,26065,1.000,0.125,0
26037,26117,0.000,0.125,0
26037,26155,0.000,0.125,0
26039,26113,0.000,0.000,0
26039,26129,0.000,0.000,0
26039,26135,0.000,0.000,0
26041,26089,1.000,0.500,0
26041,26109,0.000,0.500,0
26043,26071,0.000,0.000,0
26043,26109,0.000,0.000,0
26043,55075,0.000,0.000,0
26045,26045,0.000,0.500,0
26045,26065,1.000,0.500,0
26049,26125,1.000,0.250,0
26049,26145,0.000,0.250,0
26049,26155,0.000,0.250,0
26049,26157,0.000,0.250,0
26051,26051,0.000,0.000,0
26051,26073,0.000,0.000,0
26051,26129,0.000,0.000,0
26053,26053,0.000,0.167,0
26053,26071,0.000,0.167,0
26053,26131,0.000,0.167,0
26053,55125,1.000,0.167,0
26055,26089,1.000,0.500,0
26055,26113,0.000,0.500,0
26057,26073,0.000,0.000,0
26057,26117,0.000,0.000,0
26057,26145,0.000,0.000,0
26057,26155,0.000,0.000,0
26059,26059,0.000,0.000,0
26059,39051,0.000,0.000,0
26061,26061,1.000,0.500,0
26061,26071,0.000,0.500,0
26061,26131,0.000,0.500,0
26063,26063,0.000,0.000,0
26063,26157,0.000,0.000,0
26065,26065,1.000,0.500,0
26065,26155,0.000,0.500,0
26067,26081,1.000,0.500,0
26067,26117,0.000,0.500,0
26069,26129,0.000,0.000,0
26069,26135,0.000,0.000,0
26071,26071,0.000,0.250,0
26071,26131,0.000,0.250,0
26071,55125,1.000,0.250,0
26073,26073,0.000,0.000,0
26073,26107,0.000,0.000,0
26073,26117,0.000,0.000,0
26077,26159,0.000,0.000,0
26079,26113,0.000,0.000,0
26081,26081,1.000,0.500,0
26081,26117,0.000,0.500,0
26081,26121,0.000,0.500,0
26083,26131,0.000,0.500,0
26083,27031,1.000,0.500,0
26085,26107,0.000,0.000,0
26087,26099,0.000,0.250,0
26087,26125,1.000,0.250,0
26087,26147,0.000,0.250,0
26087,26157,0.000,0.250,0
26089,26089,1.000,1.000,1
26091,39051,0.000,0.000,0
26091,39095,0.000,0.000,0
26093,26125,1.000,0.500,0
26093,26155,0.000,0.500,0
26099,26099,0.000,0.250,0
26099,26125,1.000,0.250,0
26099,26147,0.000,0.250,0
26103,26109,0.000,0.000,0
26105,55117,0.000,0.000,0
26107,26107,0.000,0.000,0
26107,26117,0.000,0.000,0
26109,26109,0.000,0.000,0
26109,55075,0.000,0.000,0
26111,26145,0.000,0.000,0
